What are the 7 layers of the OSI model? (top to bottom)	7) Application (HTTP, DNS, SSH) 6) Presentation (TLS/SSL, encoding) 5) Session (connection management) 4) Transport (TCP, UDP) 3) Network (IP, ICMP, routing) 2) Data Link (Ethernet, MAC, ARP, switches) 1) Physical (cables, radio, electrical signals)
What happens at Layer 1 (Physical)?	Transmits raw bits over a physical medium — electrical signals (copper), light pulses (fiber), or radio waves (WiFi). Defines connectors, voltages, frequencies. No addressing or error checking. Examples: Ethernet cables, WiFi radio.
What happens at Layer 2 (Data Link)?	Frames data for transmission between directly connected nodes on the same network segment. Uses MAC addresses for addressing. Handles frame synchronisation, error detection (CRC), and media access control. Examples: Ethernet, WiFi (802.11), ARP.
What happens at Layer 3 (Network)?	Routes packets across network boundaries using logical addresses (IP). Handles addressing, routing, fragmentation, and TTL. Routers operate at L3. Examples: IPv4, IPv6, ICMP.
What is the key difference between Layer 2 and Layer 3?	L2 (Data Link) handles communication within a single network segment using MAC addresses — local only. L3 (Network) handles communication across different networks using IP addresses — enables internetworking/routing.
What happens at Layer 4 (Transport)?	Provides end-to-end communication between applications. TCP offers reliable, ordered delivery with flow control. UDP offers fast, connectionless delivery with no guarantees. Ports distinguish different services on the same host.
What happens at Layer 7 (Application)?	The layer closest to the user. Protocols that applications use directly: HTTP (web), DNS (name resolution), SSH (remote shell), SMTP (email). Deals with data formatting, authentication, and application semantics.
How does a packet traverse the OSI layers when you curl a website?	App creates HTTP request (L7) → TCP segments it (L4) → IP adds source/dest addresses (L3) → Ethernet wraps in a frame with MAC addresses (L2) → NIC converts to electrical/radio signals (L1). Reversed on the receiving end.
What does "L4 load balancing" mean?	Routing traffic based on Layer 4 information: IP addresses and TCP/UDP port numbers. The load balancer doesn't inspect the application payload — it just distributes connections. Faster than L7 but can't route based on HTTP paths/headers.
What does "L7 load balancing" mean?	Routing traffic based on application-layer data: HTTP paths, headers, cookies, gRPC methods. The proxy terminates the connection, inspects the payload, and makes routing decisions. Slower but much more flexible. Envoy is an L7 proxy.
What layer does a Linux bridge operate at?	Layer 2 — it forwards Ethernet frames between interfaces based on MAC addresses, like a virtual switch. It doesn't look at IP addresses unless br_netfilter is enabled (which lifts bridged traffic to L3 iptables).
What is the data plane vs. control plane in networking?	Control plane: makes routing decisions (where should traffic go?). Data plane: actually forwards the packets based on those decisions. In Envoy Gateway: the Gateway API controller is the control plane, Envoy proxy is the data plane.
What is a veth pair?	A pair of virtual Ethernet interfaces connected like a pipe — packets sent to one end appear on the other. Used to connect a container's network namespace to the host's bridge/network. One end goes in the pod, the other in the host namespace.
What is the difference between a self-signed certificate and a CA-signed certificate?	Self-signed: signed by its own key — browsers/clients don't trust it by default (shows warnings). CA-signed: signed by a trusted Certificate Authority — clients trust it because they trust the CA. Self-signed is fine for internal/dev, CA-signed for production.
What is the ACME protocol (used by Let's Encrypt)?	Automated Certificate Management Environment — a protocol for automating TLS certificate issuance. The client proves domain ownership (via HTTP challenge or DNS challenge), and the CA issues a signed certificate automatically.
What does `nmap -sn` do?	Performs a "ping scan" — discovers live hosts on a network without port scanning. Sends ARP requests (on local subnet) or ICMP echo requests to find which IPs are in use.
What does `ip neigh show` display?	The ARP/NDP neighbor table — maps IP addresses to MAC addresses for recently seen devices on the local network. States: REACHABLE (recently confirmed), STALE (old), FAILED (no response), INCOMPLETE (resolving).
What does `ip route` show?	The kernel's routing table — rules for where to send packets based on destination. Shows default gateway, directly connected networks, and any static routes.
What is gRPC?	A high-performance RPC (Remote Procedure Call) framework by Google that uses Protocol Buffers for serialisation and HTTP/2 for transport. Used by Kubernetes CRI, etcd, and many cloud-native tools.
What is a gratuitous ARP?	An ARP reply broadcast without being solicited by an ARP request. Used to announce an IP-to-MAC mapping to the network, update ARP caches, or detect IP conflicts. MetalLB uses gratuitous ARPs to claim LoadBalancer IPs.
What is ARP filtering on WiFi routers?	Some WiFi routers (e.g., Google WiFi/Nest) only forward ARP responses for IPs in their DHCP table. ARP for unknown IPs is silently dropped, preventing devices from reaching IPs that weren't assigned by the router.
What does an "(incomplete)" ARP entry mean?	The device sent an ARP request but never received a reply. The IP-to-MAC mapping could not be resolved. Common cause: the target IP doesn't exist on the network, or ARP responses are being filtered.
What is a secondary IP address on a network interface?	An additional IP address assigned alongside the primary address on the same interface. The kernel handles ARP and routing for all IPs on the interface. Added via `ip addr add <ip>/32 dev <iface>` or NetworkManager.
What is the difference between a /24 and /32 subnet mask?	/24 = 256 addresses (a network), defines a subnet with host and broadcast addresses. /32 = exactly 1 address (a host route), used for secondary IPs or point-to-point links where no subnet is needed.
What is the iptables FORWARD chain and when does it apply?	Processes packets being routed through the machine (not destined for or originating from it). Applies when a host acts as a router or when Kubernetes forwards external traffic to pods via DNAT.
