What is Helm?	A package manager for Kubernetes. Helm charts are templated bundles of Kubernetes manifests. Handles versioning, upgrades, rollbacks, and configuration.
What is a Helm chart?	A package of templated Kubernetes manifests plus metadata (Chart.yaml, values.yaml). Supports versioning, dependencies, and customisation via values.
What is a Helm release?	A specific instance of a chart deployed to a cluster. You can have multiple releases of the same chart. Each release tracks its revision history for rollbacks.
What does `helm install` vs `helm upgrade` vs `helm upgrade --install` do?	`install`: creates a new release (fails if exists). `upgrade`: updates existing (fails if missing). `upgrade --install`: creates if new, upgrades if existing — idempotent.
Why does `helm upgrade --reuse-values` exist?	Preserves all previously set Helm values and only applies the new `--set` flags. Without it, an upgrade would reset all values to chart defaults.
What is Cilium?	An eBPF-based CNI plugin for Kubernetes. Provides pod networking, network policy enforcement, load balancing, and can replace kube-proxy using eBPF programs in the kernel.
What is eBPF?	Extended Berkeley Packet Filter — a technology that lets you run sandboxed programs inside the Linux kernel without changing kernel source code. Used by Cilium for networking, security, and observability.
Why does Cilium's envoy component crash on Raspberry Pi 4?	The Cortex-A72 CPU has a 39-bit virtual address space, but Envoy's TCMalloc memory allocator assumes 48-bit. The mmap calls fail.
What is Cilium's envoy component used for?	L7 (application-layer) network policy enforcement — HTTP-aware traffic filtering. Not needed for basic L3/L4 networking and kube-proxy replacement.
What does `kubeProxyReplacement=true` do in Cilium?	Enables Cilium's eBPF-based replacement for kube-proxy. Handles Service ClusterIP translation, NodePort, and LoadBalancer traffic using eBPF instead of iptables.
How do L3, L4, and L7 relate to Kubernetes network policies?	L3 policies filter by IP/CIDR. L4 policies filter by IP + port/protocol. L7 policies filter by application content (HTTP path, headers). Cilium supports all three; L7 requires Envoy.
What layer does kube-proxy / Cilium's kube-proxy replacement operate at?	L3/L4 — translates Service ClusterIPs to pod IPs based on port numbers using DNAT.
What is MetalLB?	A bare-metal load balancer for Kubernetes. In L2 mode, it assigns external IPs from a configured pool to LoadBalancer Services and announces them via ARP on the local network.
Why is MetalLB needed on bare metal but not in cloud?	Cloud providers have built-in load balancers. On bare metal, there's no such infrastructure — MetalLB fills the gap using L2 (ARP) or BGP announcements.
How does MetalLB L2 mode work?	One node becomes the "leader" for each LoadBalancer IP. It responds to ARP requests for that IP, making the router send traffic to that node.
What layer does MetalLB L2 mode operate at?	Layer 2 — it responds to ARP requests to claim IP addresses on the local Ethernet segment.
What is the difference between MetalLB L2 mode and BGP mode?	L2: ARP on local segment — simple, single-leader, one subnet. BGP: announces routes to upstream routers — scales better, multi-path, requires BGP-capable routers.
What is an IPAddressPool in MetalLB?	A CRD that defines a range of IP addresses MetalLB can assign to LoadBalancer Services.
What is an L2Advertisement in MetalLB?	A CRD that tells MetalLB to advertise IPs from a specific IPAddressPool using Layer 2 (ARP/NDP) announcements.
Why should MetalLB's IP pool be outside the router's DHCP range?	If DHCP assigns one of MetalLB's IPs to another device, both would claim the same IP, causing network conflicts.
What is the Gateway API?	The official successor to the Kubernetes Ingress API. Provides a role-oriented, extensible model with GatewayClass, Gateway, and HTTPRoute resources.
What are the three main Gateway API resources?	GatewayClass (defines which controller handles Gateways), Gateway (a load balancer instance), HTTPRoute/GRPCRoute (routing rules).
How does Gateway API improve over Ingress?	Role separation (infra vs app teams), multi-protocol support (HTTP, gRPC, TCP, TLS), standardized across implementations, better extensibility via policy attachment.
What is Envoy Gateway?	A CNCF project that implements the Kubernetes Gateway API using Envoy proxy as the data plane.
What is Envoy proxy?	A high-performance L4/L7 proxy designed for cloud-native applications. Handles load balancing, routing, TLS, observability. Used as data plane in service meshes and gateways.
What is an HTTPRoute?	A Gateway API resource that defines HTTP routing rules and attaches to a Gateway via `parentRefs`. Managed by application teams.
What is a GatewayClass?	A cluster-scoped resource that defines a Gateway controller implementation. Similar to StorageClass — tells Kubernetes which controller manages Gateways of this class.
What is the Kubernetes Ingress resource?	A built-in API object (networking.k8s.io/v1) that defines HTTP(S) routing rules: hostname → path → backend Service. Requires a separate Ingress controller (nginx, Traefik, etc.) to actually implement the rules.
What is the nginx Ingress controller (ingress-nginx)?	A Kubernetes controller that watches Ingress resources and configures an nginx reverse proxy to route traffic accordingly. Maintained by the Kubernetes community (k8s.io/ingress-nginx). Now considered legacy in favor of Gateway API.
What is the difference between ingress-nginx and nginx-ingress?	ingress-nginx (kubernetes/ingress-nginx) is the community-maintained Kubernetes Ingress controller. nginx-ingress (nginxinc/kubernetes-ingress) is NGINX Inc's commercial version. Different projects, different repos, different config.
Why is the Ingress API considered limited compared to Gateway API?	1) No role separation — one resource controls both infra and app concerns. 2) Advanced features require non-portable annotations. 3) Only HTTP/HTTPS — no TCP/UDP/gRPC natively. 4) No standardized way to share a load balancer across namespaces. 5) No spec for traffic splitting percentages.
What are Ingress annotations and why are they a problem?	Controller-specific key-value pairs on Ingress objects (e.g., `nginx.ingress.kubernetes.io/rewrite-target`) that extend functionality beyond the basic spec. The problem: they're not portable — switching controllers means rewriting all annotations.
How does Gateway API solve the Ingress annotation problem?	Gateway API uses typed, structured resources (HTTPRoute fields, policy CRDs) instead of unstructured annotations. Features like header matching, request mirroring, and traffic weighting are part of the standard spec, portable across implementations.
What is the role separation in Gateway API that Ingress lacks?	Gateway API splits responsibilities: infra team manages GatewayClass + Gateway (which ports, which IPs, which TLS certs). App team manages HTTPRoute (which paths go to which Services). With Ingress, one resource controlled everything — app devs could accidentally change load balancer config.
How does an Ingress resource attach to its controller vs. how an HTTPRoute attaches to a Gateway?	Ingress uses `ingressClassName` to select a controller (global, implicit). HTTPRoute uses `parentRefs` to explicitly attach to a specific Gateway by name and namespace — more precise, supports attaching to multiple Gateways.
What is the Ingress equivalent of a GatewayClass?	IngressClass — but it's much simpler. IngressClass just names a controller. GatewayClass defines the controller AND allows attaching configuration (via parametersRef) like proxy settings, TLS policies, and resource templates.
What is the Ingress equivalent of a Gateway?	There's no direct equivalent. Ingress combines what Gateway API splits into Gateway (listener config, ports, TLS) and HTTPRoute (routing rules) in a single resource. The load balancer itself was implicitly created by the controller.
How do you define a simple hostname + path route in Ingress vs HTTPRoute?	Ingress: `spec.rules[].host` + `spec.rules[].http.paths[].path` + `spec.rules[].http.paths[].backend.service`. HTTPRoute: `spec.hostnames[]` + `spec.rules[].matches[].path` + `spec.rules[].backendRefs[]`. HTTPRoute also requires `parentRefs` to attach to a Gateway.
How does TLS termination differ between Ingress and Gateway API?	Ingress: TLS is configured directly on the Ingress resource via `spec.tls[].secretName`. Gateway API: TLS is configured on the Gateway listener — the infra team controls certificates. App teams (HTTPRoute) don't need access to TLS secrets.
What is `parentRefs` in an HTTPRoute?	The field that attaches an HTTPRoute to one or more Gateways. Specifies the Gateway name (and optionally namespace, section/listener name, and port). Replaces Ingress's `ingressClassName` with explicit, multi-target binding.
Can an HTTPRoute attach to multiple Gateways?	Yes — `parentRefs` is a list. An HTTPRoute can attach to multiple Gateways (e.g., internal and external), which was impossible with Ingress without duplicating the resource.
How does path matching differ between Ingress and HTTPRoute?	Ingress supports Exact and Prefix (with quirky nginx rewrite behavior). HTTPRoute supports Exact, PathPrefix, and RegularExpression — with clearer semantics and no need for rewrite annotations.
How does traffic splitting (canary/blue-green) work in Ingress vs Gateway API?	Ingress: requires controller-specific annotations (e.g., `nginx.ingress.kubernetes.io/canary-weight: "20"`). Gateway API: native `backendRefs[].weight` field — e.g., 80% to v1, 20% to v2. Standardized, portable.
What is header-based routing and how does it differ between Ingress and Gateway API?	Routing based on HTTP header values (e.g., route requests with `X-Version: beta` to a canary backend). Ingress: requires `canary-by-header` annotation (nginx-specific). Gateway API: native `spec.rules[].matches[].headers[]` field — standard across all implementations.
What HTTP matching capabilities does HTTPRoute have that Ingress doesn't?	HTTPRoute can match on: path (Exact/Prefix/Regex), headers (Exact/Regex), query parameters (Exact/Regex), and method (GET/POST/etc.) — all in the standard spec. Ingress only has basic path matching; everything else requires annotations.
What is request mirroring and does Ingress support it?	Sending a copy of live traffic to a secondary backend for testing/monitoring without affecting the response. Ingress: requires annotation (`nginx.ingress.kubernetes.io/mirror-target`). Gateway API: native `filters[].type: RequestMirror` field.
What are Gateway API policy attachments?	A pattern for extending Gateway API with custom policies (rate limiting, authentication, retry) by attaching policy CRDs to Gateway or HTTPRoute resources. Replaces Ingress's annotation-based extensibility with typed, validated resources.
Is the Ingress API officially deprecated?	Not formally removed, but the Kubernetes project considers it "frozen" — no new features will be added. Gateway API is the recommended replacement. Ingress will remain available for backward compatibility but new projects should use Gateway API.
What happens to existing Ingress resources if you switch to Gateway API?	They continue to work — Ingress and Gateway API can coexist in the same cluster. You can migrate incrementally, converting one Ingress at a time to HTTPRoute. Some controllers (like nginx) support both simultaneously.
What are the Gateway API resource equivalents for common Ingress patterns?	Ingress host rules → HTTPRoute hostnames. Ingress path rules → HTTPRoute matches. Ingress TLS → Gateway listener TLS. Ingress annotations for rewrites → HTTPRoute filters (URLRewrite). Ingress default backend → HTTPRoute with no matches.
What is CoreDNS?	The default cluster DNS server in Kubernetes. Runs as a Deployment in kube-system. Resolves Service names to ClusterIPs, enables service discovery.
How does Kubernetes DNS (CoreDNS) work?	CoreDNS runs as pods in kube-system. Every pod's /etc/resolv.conf points to the CoreDNS ClusterIP. Resolves: service-name.namespace.svc.cluster.local → Service ClusterIP.
What is the full DNS name for a Kubernetes Service named "echo" in the "default" namespace?	echo.default.svc.cluster.local — format: <service>.<namespace>.svc.<cluster-domain>
What is local-path-provisioner?	A Rancher project that provides dynamic PersistentVolume provisioning using local node storage. Creates directories on the host for each PVC.
What is a StorageClass in Kubernetes?	Defines a "class" of storage with specific characteristics (provisioner, parameters, reclaim policy). Used by PVCs to dynamically request storage.
What does making a StorageClass "default" do?	Any PVC that doesn't specify a `storageClassName` will automatically use the default StorageClass.
What is a PersistentVolume (PV) vs. a PersistentVolumeClaim (PVC)?	PV is a storage resource in the cluster. PVC is a request for storage by a pod. Dynamic provisioning auto-creates PVs via StorageClass when PVCs are created.
What is dynamic provisioning in Kubernetes storage?	When a PVC is created and no matching PV exists, the StorageClass provisioner automatically creates a PV.
What is the reclaim policy for PersistentVolumes?	`Delete`: PV and backing storage are removed. `Retain`: PV is kept for manual cleanup. `Recycle`: deprecated.
What is cert-manager?	A Kubernetes add-on that automates TLS certificate issuance and renewal. Supports Let's Encrypt, self-signed, CA-based, and Vault issuers.
What is a ClusterIssuer in cert-manager?	A cluster-scoped resource defining how certificates are issued. Unlike a namespaced Issuer, a ClusterIssuer can issue certificates for any namespace.
What is a CRD (Custom Resource Definition)?	A Kubernetes extension mechanism that lets you define new resource types. MetalLB's IPAddressPool, Gateway API's HTTPRoute, and cert-manager's Certificate are all CRDs.
How do CRDs and controllers relate to each other?	CRDs define the "what" (new resource types). Controllers are the "how" — they watch CRD instances and reconcile desired state with actual state.
What is the operator pattern in Kubernetes?	A controller that manages a complex stateful application using CRDs. Encodes domain knowledge (deploy, scale, backup, upgrade) as code.
What is the difference between a Kubernetes Deployment and a DaemonSet?	Deployment runs N replicas, scheduled wherever. DaemonSet runs exactly one pod per node. CNI agents and MetalLB speakers use DaemonSets.
What is the difference between a Deployment and a StatefulSet?	Deployment: pods are interchangeable (no stable identity). StatefulSet: each pod has a stable hostname (pod-0, pod-1), persistent storage, and ordered startup/shutdown.
What is a Kubernetes Service and why is it needed?	Provides a stable virtual IP (ClusterIP) for ephemeral pods. Pods' IPs change, but the Service IP is permanent. kube-proxy/Cilium load-balances traffic to backend pods.
How does ClusterIP translation work with Cilium/eBPF?	eBPF intercepts packets to a ClusterIP, selects a backend pod IP (load balancing), and rewrites the destination (DNAT) — all in the kernel, no userspace.
What is Hubble in the Cilium ecosystem?	Cilium's built-in network observability platform — flow logs, DNS queries, HTTP requests, drop reasons, and service maps collected from eBPF programs.
What are the three types of Kubernetes probes?	Startup (runs once at start), Liveness (kills container if fails), Readiness (removes from Service endpoints if fails). Each can use HTTP, TCP, or exec.
What does CrashLoopBackOff mean?	A pod keeps crashing and Kubernetes restarts it with exponentially increasing delays (10s→20s→40s→5min). Check logs with `kubectl logs --previous`.
What is anti-affinity in pod scheduling?	Prevents pods from scheduling on the same node (or zone). Used for HA — if one node fails, other replicas survive.
What is the chicken-and-egg problem with kube-proxy replacement?	Cilium needs the API server to watch Services. The API server is accessed via ClusterIP. ClusterIP translation is done by kube-proxy. Without kube-proxy, Cilium needs the API server's real IP directly (k8sServiceHost).
What are the three CIDRs in a default kubeadm cluster?	Pod CIDR (10.244.0.0/16), Service CIDR (10.96.0.0/12), and the node's LAN subnet (192.168.86.0/24).
How does traffic flow from internet → router → MetalLB → Gateway → Pod?	Router ARPs for LoadBalancer IP → MetalLB leader responds (or kernel responds if secondary IP) → packet arrives at node → Cilium DNAT to nginx Gateway pod → nginx matches HTTPRoute → forwards to backend pod.
Why does Envoy proxy crash on Raspberry Pi 4?	Envoy uses TCMalloc, which assumes a 48-bit virtual address space. The RPi4's Cortex-A72 has only 39-bit VA space. mmap calls fail with "MmapAligned() failed". Affects both Cilium Envoy and Envoy Gateway.
Why was Nginx Gateway Fabric chosen over Envoy Gateway for RPi4?	Envoy Gateway uses Envoy proxy as its data plane, which crashes on RPi4 due to the TCMalloc 48-bit VA issue. NGF uses nginx, which has no such limitation and works fine on ARM64.
What is Nginx Gateway Fabric (NGF)?	A CNCF project that implements the Kubernetes Gateway API using nginx as the data plane. The Helm chart installs a control plane and auto-creates a GatewayClass named "nginx".
How does NGF provision the data plane when you create a Gateway?	NGF automatically creates an nginx Deployment and a LoadBalancer Service in the same namespace as the Gateway. Each Gateway gets its own separate nginx instance.
Why does MetalLB L2 mode fail on WiFi with Google WiFi / Nest routers?	Google WiFi filters ARP responses for IPs not in its DHCP table. MetalLB L2 works by responding to ARP for LoadBalancer IPs, but the router silently drops those responses. ARP stays "(incomplete)" on clients.
What is a gratuitous ARP?	An unsolicited ARP reply broadcast by a host to announce its IP-to-MAC mapping. MetalLB sends gratuitous ARPs when it assigns a LoadBalancer IP to a node, but WiFi routers may filter them.
How do you fix MetalLB L2 on WiFi when the router filters ARP?	Add the MetalLB pool IP as a secondary address on the Pi's WiFi interface: `nmcli connection modify "$CONN" +ipv4.addresses 192.168.86.200/32`. The kernel then responds to ARP natively, which the router accepts.
What is a secondary IP address on a Linux interface?	An additional IP address assigned to an existing interface alongside its primary IP. The kernel responds to ARP for all IPs on the interface. Added via `ip addr add` or `nmcli connection modify +ipv4.addresses`.
What is a NodePort Service and when is it a useful fallback?	NodePort exposes a Service on every node's IP at a static port (30000-32767). Useful when LoadBalancer IPs aren't reachable (e.g., WiFi ARP filtering). Access via `<node-ip>:<nodeport>`.
What does `ufw default allow routed` do and why is it needed for Kubernetes?	Allows forwarded/routed packets through the firewall (FORWARD chain). Required because Cilium/kube-proxy DNATs external traffic to pod IPs, which involves packet forwarding. Without it, UFW drops the forwarded packets.
What is the difference between UFW's incoming, outgoing, and routed policies?	Incoming: packets destined for the host (INPUT chain). Outgoing: packets originating from the host (OUTPUT chain). Routed: packets being forwarded through the host to another destination (FORWARD chain).
What does `kubeadm reset` do?	Tears down the cluster on a node. Doesn't clean iptables rules or CNI configs — those need manual cleanup.
What command checks if cluster DNS is working?	Deploy dnsutils pod and run: `kubectl exec dnsutils -- nslookup kubernetes.default`. Should resolve to the API server's ClusterIP.
Why do Kubernetes and networking have so many layers?	Each layer solves one concern: pod IPs (CNI), service discovery (DNS/ClusterIP), load balancing (kube-proxy/Cilium), external access (MetalLB), traffic routing (Gateway/Envoy), TLS (cert-manager). Allows swapping components independently.
What is Helm and what problem does it solve?	Helm is the Kubernetes package manager. It packages related manifests (Deployment, Service, ConfigMap, etc.) into a "chart" with templated values, making installs, upgrades, and rollbacks a single operation instead of managing dozens of YAML files individually.
